failure_id,trial_id,source_trial_id,robustness_family,replay_mode,transformation_id,mitigation_id,source_model_id,model_id,payload_name,prompt_category,segment_index,failure_category,failure_mechanism,mechanism_basis,mechanism_scope,first_differing_position,expected_token_id,recovered_token_id,expected_rank,recovered_rank,alphabet_size_B,recovered_rank_out_of_bound,token_length_changed,rank_length_changed,context_sha256,boundary_start_offset,boundary_end_offset,divergence_fields_availability
failure__96b4ba7f59ee7ca3919b8289,revision_v1_robustness_v2_payload_fidelity_v2__c75082f8d17544181e95,revision_v1_primary_v2_payload_fidelity_v2__01847207189da8232102,raw_transmission,transformed_text_retokenized,unicode_normalization,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_010,recipe_procedure,0,raw_transmission,unicode_normalization_tokenization_divergence,unicode_normalization,descriptive_first_divergence_not_causal_proof,0,1815.0,29473.0,6,30.0,16,True,False,False,e26cb3182ed943fa5cdd8de502f5b6772d0c884d1fa75a620db24b12315e22b3,0,8,recorded
failure__dee0752d752233a9b47a6f40,revision_v1_robustness_v2_payload_fidelity_v2__2274a9584dfd0ff8c853,revision_v1_primary_v2_payload_fidelity_v2__01847207189da8232102,raw_transmission,transformed_text_retokenized,quote_conversion,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_010,recipe_procedure,0,raw_transmission,quotation_tokenization_divergence,quote_conversion,descriptive_first_divergence_not_causal_proof,0,1815.0,29473.0,6,30.0,16,True,False,False,e26cb3182ed943fa5cdd8de502f5b6772d0c884d1fa75a620db24b12315e22b3,0,8,recorded
failure__04d54afaf2cc2c0a10c8a79b,revision_v1_robustness_v2_payload_fidelity_v2__740b5fbabfdc932af7df,revision_v1_primary_v2_payload_fidelity_v2__01847207189da8232102,raw_transmission,transformed_text_retokenized,markdown_copy_paste,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_010,recipe_procedure,0,raw_transmission,whitespace_or_markup_tokenization_divergence,markdown_copy_paste,descriptive_first_divergence_not_causal_proof,0,1815.0,1644.0,6,,16,False,False,True,e26cb3182ed943fa5cdd8de502f5b6772d0c884d1fa75a620db24b12315e22b3,0,8,recorded
failure__86a65d8d15ac40a2d8a9076b,revision_v1_robustness_v2_payload_fidelity_v2__812426e64a0803a89fbc,revision_v1_primary_v2_payload_fidelity_v2__01847207189da8232102,raw_transmission,transformed_text_retokenized,character_insertion,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_010,recipe_procedure,0,raw_transmission,content_edit_tokenization_divergence,character_insertion,descriptive_first_divergence_not_causal_proof,0,1815.0,29473.0,6,30.0,16,True,False,False,e26cb3182ed943fa5cdd8de502f5b6772d0c884d1fa75a620db24b12315e22b3,0,8,recorded
failure__566c6c1219133052d0cb501d,revision_v1_robustness_v2_payload_fidelity_v2__1d56335405055e6a0a7e,revision_v1_primary_v2_payload_fidelity_v2__01847207189da8232102,raw_transmission,transformed_text_retokenized,character_deletion,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_010,recipe_procedure,0,raw_transmission,content_edit_tokenization_divergence,character_deletion,descriptive_first_divergence_not_causal_proof,0,1815.0,29473.0,6,30.0,16,True,False,False,e26cb3182ed943fa5cdd8de502f5b6772d0c884d1fa75a620db24b12315e22b3,0,8,recorded
failure__82699f71a072944ed14d3b8a,revision_v1_robustness_v2_payload_fidelity_v2__0d6da4dc54a2cba0fe15,revision_v1_primary_v2_payload_fidelity_v2__01847207189da8232102,raw_transmission,transformed_text_retokenized,character_substitution,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_010,recipe_procedure,0,raw_transmission,content_edit_tokenization_divergence,character_substitution,descriptive_first_divergence_not_causal_proof,0,1815.0,29473.0,6,30.0,16,True,False,False,e26cb3182ed943fa5cdd8de502f5b6772d0c884d1fa75a620db24b12315e22b3,0,8,recorded
failure__d8699179bcbd275fce2ccbd8,revision_v1_robustness_v2_payload_fidelity_v2__f057e4daeb75688646b0,revision_v1_primary_v2_payload_fidelity_v2__01847207189da8232102,raw_transmission,transformed_text_retokenized,token_deletion,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_010,recipe_procedure,1,raw_transmission,content_edit_tokenization_divergence,token_deletion,descriptive_first_divergence_not_causal_proof,7,29501.0,15522.0,4,2.0,16,False,False,False,9f54f7db51826af64a9297d46a32adf43b78abbfbb266d0f8f4a1416ae829363,0,8,recorded
failure__09ac66cb1bc274b6782be900,revision_v1_robustness_v2_payload_fidelity_v2__14e5dd78ce898df475e9,revision_v1_primary_v2_payload_fidelity_v2__01847207189da8232102,raw_transmission,transformed_text_retokenized,paraphrase,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_010,recipe_procedure,0,raw_transmission,semantic_rewrite_divergence,paraphrase transformation,descriptive_first_divergence_not_causal_proof,0,1815.0,29473.0,6,30.0,16,True,False,False,e26cb3182ed943fa5cdd8de502f5b6772d0c884d1fa75a620db24b12315e22b3,0,8,recorded
failure__8eb0704e3d40b0cdbe126752,revision_v1_robustness_v2_payload_fidelity_v2__c4fa5ffd8bbf8b4075b2,revision_v1_primary_v2_payload_fidelity_v2__81427104cf106ca6e757,raw_transmission,transformed_text_retokenized,line_endings,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_011,personal_narrative_blog,0,raw_transmission,whitespace_or_markup_tokenization_divergence,line_endings,descriptive_first_divergence_not_causal_proof,0,1328.0,29473.0,9,8.0,16,False,False,False,9f54f7db51826af64a9297d46a32adf43b78abbfbb266d0f8f4a1416ae829363,0,8,recorded
failure__790412779711ffcc21528d63,revision_v1_robustness_v2_payload_fidelity_v2__38f3ebbba025a6d9fe75,revision_v1_primary_v2_payload_fidelity_v2__81427104cf106ca6e757,raw_transmission,transformed_text_retokenized,whitespace_collapse,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_011,personal_narrative_blog,2,raw_transmission,whitespace_or_markup_tokenization_divergence,whitespace_collapse,descriptive_first_divergence_not_causal_proof,7,29768.0,7388.0,14,5.0,16,False,False,False,78b3cf9358279230d8fcb334553d2a5cc7363a430d602c2f73da5d0804e5468d,0,8,recorded
failure__17a05eaef23ae07dbbfa7eb3,revision_v1_robustness_v2_payload_fidelity_v2__96a5095fa606672d5c63,revision_v1_primary_v2_payload_fidelity_v2__81427104cf106ca6e757,raw_transmission,transformed_text_retokenized,unicode_normalization,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_011,personal_narrative_blog,0,raw_transmission,unicode_normalization_tokenization_divergence,unicode_normalization,descriptive_first_divergence_not_causal_proof,0,1328.0,29473.0,9,8.0,16,False,False,False,9f54f7db51826af64a9297d46a32adf43b78abbfbb266d0f8f4a1416ae829363,0,8,recorded
failure__7467ae4cf80bc83cce0027da,revision_v1_robustness_v2_payload_fidelity_v2__90e867a74a7bb21b6ed4,revision_v1_primary_v2_payload_fidelity_v2__81427104cf106ca6e757,raw_transmission,transformed_text_retokenized,quote_conversion,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_011,personal_narrative_blog,0,raw_transmission,quotation_tokenization_divergence,quote_conversion,descriptive_first_divergence_not_causal_proof,0,1328.0,29473.0,9,8.0,16,False,False,False,9f54f7db51826af64a9297d46a32adf43b78abbfbb266d0f8f4a1416ae829363,0,8,recorded
failure__7ba791cab27f2f19a692341b,revision_v1_robustness_v2_payload_fidelity_v2__e1292c6e0cae0e4a6980,revision_v1_primary_v2_payload_fidelity_v2__81427104cf106ca6e757,raw_transmission,transformed_text_retokenized,markdown_copy_paste,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_011,personal_narrative_blog,0,raw_transmission,whitespace_or_markup_tokenization_divergence,markdown_copy_paste,descriptive_first_divergence_not_causal_proof,0,1328.0,1644.0,9,,16,False,False,True,9f54f7db51826af64a9297d46a32adf43b78abbfbb266d0f8f4a1416ae829363,0,8,recorded
failure__036bd7064aa7364b8039f9e1,revision_v1_robustness_v2_payload_fidelity_v2__0c07713c0e45e7241798,revision_v1_primary_v2_payload_fidelity_v2__81427104cf106ca6e757,raw_transmission,transformed_text_retokenized,character_insertion,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_011,personal_narrative_blog,0,raw_transmission,content_edit_tokenization_divergence,character_insertion,descriptive_first_divergence_not_causal_proof,0,1328.0,29473.0,9,8.0,16,False,False,False,9f54f7db51826af64a9297d46a32adf43b78abbfbb266d0f8f4a1416ae829363,0,8,recorded
failure__035f02ce25f450fd5a9c9fab,revision_v1_robustness_v2_payload_fidelity_v2__b7966cb7c15b537e6383,revision_v1_primary_v2_payload_fidelity_v2__81427104cf106ca6e757,raw_transmission,transformed_text_retokenized,character_deletion,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_011,personal_narrative_blog,0,raw_transmission,content_edit_tokenization_divergence,character_deletion,descriptive_first_divergence_not_causal_proof,0,1328.0,29473.0,9,8.0,16,False,False,False,9f54f7db51826af64a9297d46a32adf43b78abbfbb266d0f8f4a1416ae829363,0,8,recorded
failure__97cad184c147f3b740b30c85,revision_v1_robustness_v2_payload_fidelity_v2__0c2a37ef4c4424403a4c,revision_v1_primary_v2_payload_fidelity_v2__81427104cf106ca6e757,raw_transmission,transformed_text_retokenized,character_substitution,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_011,personal_narrative_blog,0,raw_transmission,content_edit_tokenization_divergence,character_substitution,descriptive_first_divergence_not_causal_proof,0,1328.0,29473.0,9,8.0,16,False,False,False,9f54f7db51826af64a9297d46a32adf43b78abbfbb266d0f8f4a1416ae829363,0,8,recorded
failure__e301634ce3220db2cab49758,revision_v1_robustness_v2_payload_fidelity_v2__cef91860f25268d73932,revision_v1_primary_v2_payload_fidelity_v2__81427104cf106ca6e757,raw_transmission,transformed_text_retokenized,token_deletion,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_011,personal_narrative_blog,1,raw_transmission,content_edit_tokenization_divergence,token_deletion,descriptive_first_divergence_not_causal_proof,7,1738.0,1072.0,6,1.0,16,False,False,False,8f244eee76b6e928f3e3c421846967dccf15db880455dae09aac9550f3ebe0ba,0,8,recorded
failure__0b940a6efdce1c74581c2dd6,revision_v1_robustness_v2_payload_fidelity_v2__69d5d3b1a930ec09c9d1,revision_v1_primary_v2_payload_fidelity_v2__81427104cf106ca6e757,raw_transmission,transformed_text_retokenized,paraphrase,none,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_011,personal_narrative_blog,0,raw_transmission,semantic_rewrite_divergence,paraphrase transformation,descriptive_first_divergence_not_causal_proof,0,1328.0,29473.0,9,8.0,16,False,False,False,9f54f7db51826af64a9297d46a32adf43b78abbfbb266d0f8f4a1416ae829363,0,8,recorded
failure__d02d899b41f6b54dceeb0cf5,revision_v1_robustness_v2_payload_fidelity_v2__51dcfcd9172ba4ac016e,revision_v1_primary_v2_payload_fidelity_v2__2e09cc168ed70993ea50,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_000,casual_conversation,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,1789.0,29473.0,8,36.0,16,True,False,False,78b3cf9358279230d8fcb334553d2a5cc7363a430d602c2f73da5d0804e5468d,0,8,recorded
failure__cf369dffe7a6be63e29db01c,revision_v1_robustness_v2_payload_fidelity_v2__1c6e55fce6ecae47a1bd,revision_v1_primary_v2_payload_fidelity_v2__268809bd8eead9bbfd1e,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_000,professional_communication,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,52366.0,29473.0,8,44.0,16,True,False,False,d8beb8d11685d15a71cfa2157c0e6544dc0db894f74f4089c714dc22a87c5043,0,8,recorded
failure__c4aa880ae205174c36fb6370,revision_v1_robustness_v2_payload_fidelity_v2__f087db688d0c9cc62e25,revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_001,professional_communication,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,1789.0,29473.0,6,24.0,16,True,False,False,f4a0badf13fd1b0cc48980db763f579c999f34dec370de4285285303adfe624d,0,8,recorded
failure__b93b7ddc49d376a75293cf68,revision_v1_robustness_v2_payload_fidelity_v2__cc3ea6fcff7f316aa18e,revision_v1_primary_v2_payload_fidelity_v2__dc3a5d1e6cfe080b8ff3,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_001,forum_question_answer,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,5692.0,29473.0,6,18.0,16,True,False,False,0f9844a0deb50034e99126d68823bb6409da9f7769cf3b207d026397ccc16f57,0,8,recorded
failure__4eb8db78aba35d0dda10d297,revision_v1_robustness_v2_payload_fidelity_v2__497282b02ada7c6ae8d7,revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_002,forum_question_answer,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,1789.0,29473.0,14,20.0,16,True,False,False,9b2e378a0084fb094f4236db0bb8ed9ba4b49499e78be1d0eb36677d48616075,0,8,recorded
failure__cc2213bc323b802fa88c638f,revision_v1_robustness_v2_payload_fidelity_v2__7b80fe35603eaf576ca8,revision_v1_primary_v2_payload_fidelity_v2__d169bc23d2a5f7a26fb5,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_002,recipe_procedure,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,4710.0,1027.0,14,325.0,16,True,False,False,e391008a7ee2f5d6ea01f5300d27ddc8235c48220391204c68202356eeeb57ee,0,8,recorded
failure__17314338e271ae0b05cb7c72,revision_v1_robustness_v2_payload_fidelity_v2__e969366927419f7fe778,revision_v1_primary_v2_payload_fidelity_v2__b966824d49f467a34d38,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_003,recipe_procedure,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,320.0,29473.0,6,30.0,16,True,False,False,e26cb3182ed943fa5cdd8de502f5b6772d0c884d1fa75a620db24b12315e22b3,0,8,recorded
failure__ae6a8cf5dd34ee802d0adc46,revision_v1_robustness_v2_payload_fidelity_v2__46bdabfaafaa7bc4a474,revision_v1_primary_v2_payload_fidelity_v2__2e4a016db26a67536ea1,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_003,personal_narrative_blog,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,1913.0,29473.0,6,7.0,16,False,False,False,a7ec6885983c2d818e2c32c86193582c8f77c5ddf6967e560132f3c44ea23300,0,8,recorded
failure__ea80c54dd967139e4b8f2c7f,revision_v1_robustness_v2_payload_fidelity_v2__9b559c89da13682ed52f,revision_v1_primary_v2_payload_fidelity_v2__3689081bb5c4511b1c87,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_004,personal_narrative_blog,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,1,320.0,29473.0,12,10.0,16,False,False,False,9f54f7db51826af64a9297d46a32adf43b78abbfbb266d0f8f4a1416ae829363,0,8,recorded
failure__73085c21394e3c298c5af4cf,revision_v1_robustness_v2_payload_fidelity_v2__948309491f6b84903cf5,revision_v1_primary_v2_payload_fidelity_v2__8211080e07ed9a2d8396,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_004,factual_explanatory,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,758.0,29473.0,8,22.0,16,True,False,False,f0908cb874da37c50d1a59fa6d9b3bb29a72e3e8fb050dca20e0c1f4d0bbc540,0,8,recorded
failure__5bcbb622060a1c9f943eb978,revision_v1_robustness_v2_payload_fidelity_v2__fbc66797c513466ab1b2,revision_v1_primary_v2_payload_fidelity_v2__4e5fb75f4b18f8f1df5d,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_005,factual_explanatory,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,320.0,29473.0,6,12.0,16,False,False,False,8f244eee76b6e928f3e3c421846967dccf15db880455dae09aac9550f3ebe0ba,0,8,recorded
failure__7221ebea3db4af3d1e7abc62,revision_v1_robustness_v2_payload_fidelity_v2__80bb4afec5490910c5d6,revision_v1_primary_v2_payload_fidelity_v2__6bc694b54949c1c1c09e,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_005,casual_conversation,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,1446.0,29473.0,6,39.0,16,True,False,False,afc1f6189da351a64c612ddfe6645d7a780fc617fdb0c39fb4f2a6b93f25ee2b,0,8,recorded
failure__f56226395c92d68606f714ae,revision_v1_robustness_v2_payload_fidelity_v2__624e0c0b4e4517e2d289,revision_v1_primary_v2_payload_fidelity_v2__3ef7bc65f5d9ddc24c8a,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_006,casual_conversation,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,1472.0,29473.0,3,39.0,16,True,False,False,afc1f6189da351a64c612ddfe6645d7a780fc617fdb0c39fb4f2a6b93f25ee2b,0,8,recorded
failure__d125f903404d16ca0ea4384a,revision_v1_robustness_v2_payload_fidelity_v2__0bced45f2ece1692d336,revision_v1_primary_v2_payload_fidelity_v2__4958879a1e286590c73b,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_006,professional_communication,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,42822.0,29473.0,3,65.0,16,True,False,False,1dcb6be56e563467d78a0fbe87351d0fa7de2f0fdc2977c1a3fa5dd057dd3f77,0,8,recorded
failure__0373a259db8e1589dc960d07,revision_v1_robustness_v2_payload_fidelity_v2__d0c4042fd6a5e25c8bfa,revision_v1_primary_v2_payload_fidelity_v2__e7c7250a52cedb2c9667,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_007,professional_communication,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,334.0,24847.0,14,974.0,16,True,False,False,d8beb8d11685d15a71cfa2157c0e6544dc0db894f74f4089c714dc22a87c5043,0,8,recorded
failure__ec0adf47faeb8cceaf420577,revision_v1_robustness_v2_payload_fidelity_v2__69d95b7d736d7cdf8bc1,revision_v1_primary_v2_payload_fidelity_v2__7b78795da94beccde5b9,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_007,forum_question_answer,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,362.0,29473.0,14,30.0,16,True,False,False,34f8969e8af43ba3564e4d2df89885e6c15191c87f09bfcba06f763352929bed,0,8,recorded
failure__324ebc53b96a09baf30732e2,revision_v1_robustness_v2_payload_fidelity_v2__8fc93f64d94c68cfcd54,revision_v1_primary_v2_payload_fidelity_v2__63a0fe567cd81f84598b,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_008,forum_question_answer,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,334.0,1387.0,1,63.0,16,True,False,False,0f9844a0deb50034e99126d68823bb6409da9f7769cf3b207d026397ccc16f57,0,8,recorded
failure__4bc2871c1a85712702869abc,revision_v1_robustness_v2_payload_fidelity_v2__ba86d5267f419c6ef453,revision_v1_primary_v2_payload_fidelity_v2__ea831c43e6fa07f54ff2,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_008,recipe_procedure,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,5692.0,29473.0,1,27.0,16,True,False,False,6b565293f4fb5acbcd8a590c84545ab2ca8e8229bdb202c6e71264d3934d4cc6,0,8,recorded
failure__b9da8d6afb74e475adb31bd9,revision_v1_robustness_v2_payload_fidelity_v2__cc1f5a84b2638b369770,revision_v1_primary_v2_payload_fidelity_v2__8d0141edfe25fc28034a,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_009,recipe_procedure,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,578.0,29473.0,12,39.0,16,True,False,False,e391008a7ee2f5d6ea01f5300d27ddc8235c48220391204c68202356eeeb57ee,0,8,recorded
failure__2f79ddffe5f5c5b59f1b47c8,revision_v1_robustness_v2_payload_fidelity_v2__9dfa9df644e84b87f89e,revision_v1_primary_v2_payload_fidelity_v2__556fa9c7211ac01ead0a,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_009,personal_narrative_blog,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,7996.0,29473.0,12,28.0,16,True,False,False,7ccb3b3a7e3bddb2735db4229a5f745117c88468c751e81bbea9549a2003738c,0,8,recorded
failure__8c9a59a4b8fde53c5b6d2301,revision_v1_robustness_v2_payload_fidelity_v2__9599b2bfa1f497092e90,revision_v1_primary_v2_payload_fidelity_v2__6435b712f9f0f3e3dd4b,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_010,personal_narrative_blog,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,358.0,29473.0,15,7.0,16,False,False,False,a7ec6885983c2d818e2c32c86193582c8f77c5ddf6967e560132f3c44ea23300,0,8,recorded
failure__64148ea17ad33f9126a75e8a,revision_v1_robustness_v2_payload_fidelity_v2__83036ac0eeba97aaf8e6,revision_v1_primary_v2_payload_fidelity_v2__ef0b6603499d9e905ff3,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_010,factual_explanatory,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,14625.0,29473.0,15,16.0,16,False,False,False,3affc34964e1720076d7df712bbb987ebd62ccebd749187a7f07bc2dddd5be67,0,8,recorded
failure__56abda52d21bb0a7c82563dd,revision_v1_robustness_v2_payload_fidelity_v2__5394dba77b7323e09584,revision_v1_primary_v2_payload_fidelity_v2__3fc2ea1b4d1338c6ab49,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_011,factual_explanatory,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,5321.0,29473.0,7,22.0,16,True,False,False,f0908cb874da37c50d1a59fa6d9b3bb29a72e3e8fb050dca20e0c1f4d0bbc540,0,8,recorded
failure__6ffc26c5b48383a87d9d7342,revision_v1_robustness_v2_payload_fidelity_v2__357ec9056edccfb5f25e,revision_v1_primary_v2_payload_fidelity_v2__fb13fb46a703af2ee93b,cross_model_mismatch,cross_model_text_retokenized,unmodified,none,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_011,casual_conversation,0,cross_model_mismatch,model_or_tokenizer_identity_mismatch,cross_model_mismatch family,descriptive_first_divergence_not_causal_proof,0,5692.0,29473.0,7,28.0,16,True,False,False,fd2bbbc4d105b6ee52af4267aaebc1d4a68ea7222230194ee13d088085f18cd9,0,8,recorded
