preprocess_schema_version,input_run_identity_sha256,row_id,trial_id,work_id,source_trial_id,source_type,view,text_view,segment_index,text,text_sha256,prompt_text,segment_prompt_id,segment_prompt_category,segment_prompt_text,evidence_status,evidence_family,study_phase,protocol_contract_revision,result_schema_revision,model_id,source_model_id,payload_name,payload_class,payload_split,prompt_id,prompt_category,language,protocol_variant,representation_name,codec_id,control_view,replay_mode,transformation_id,robustness_family,transform_work_id,transformation_model_id,transformation_record_sha256,token_count,character_count,mean_log_probability,log_probability_availability,effective_payload_rate,nested_within_payload
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__e0140ef93349165fc5a5feba,revision_v1_multilingual_v2_payload_fidelity_v2__5f0327f21492e548ab55,revision_v1_multilingual_v2_payload_fidelity_v2__5f0327f21492e548ab55,,rankcloak,full_message,full_message,0," La informa-ación no tiene conciosencia política en el tono ni el lideratgo en lo estratos-gíaco, aunque sí es informative, objetivamente correct, preciso en lapsas",1fec5cb1359d86257a4ddfe6626cb0929042d4188d20f846f24e27b51ce979de,Explica un fenómeno meteorológico conocido para un público general. Relaciona causa y efecto sin jerga especializada.,es_factual_explanatory_01,factual_explanatory,Explica un fenómeno meteorológico conocido para un público general. Relaciona causa y efecto sin jerga especializada.,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,multilingual_v2_secondary,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_001,nonce_96_bit_hex,train,es_factual_explanatory_01,factual_explanatory,es,nonseg_ascii_b16,ascii_b16,ascii_b16,,,unmodified,,,,,48,164,-4.22132669809805,recorded,4.0,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__f6491017c8f130663a37ca50,revision_v1_multilingual_v2_payload_fidelity_v2__5d891502427aeef266ec,revision_v1_multilingual_v2_payload_fidelity_v2__5d891502427aeef266ec,revision_v1_multilingual_v2_payload_fidelity_v2__5f0327f21492e548ab55,ordinary_llm_control,full_message,full_message,0,"

La temperatura relativa humedad es el índice que muestra en que grado la humedad en el aire está cercana a su punto de rocío. Una temperatura relativa hum",2edf2643bc01be57d04a118771c27eaad9516e57696de3ac51182fbab1ff4a41,Explica un fenómeno meteorológico conocido para un público general. Relaciona causa y efecto sin jerga especializada.,es_factual_explanatory_01,factual_explanatory,Explica un fenómeno meteorológico conocido para un público general. Relaciona causa y efecto sin jerga especializada.,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,ordinary_llm_control_multilingual_v2,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_001,nonce_96_bit_hex,train,es_factual_explanatory_01,factual_explanatory,es,ordinary_llm_control,ascii_b16,ascii_b16,full_message,,unmodified,,,,,48,156,-1.0111147464335362,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__728decba0aacd51e7c1eb36e,revision_v1_multilingual_v2_payload_fidelity_v2__87c0dc0fe4bfe01d2141,revision_v1_multilingual_v2_payload_fidelity_v2__87c0dc0fe4bfe01d2141,,rankcloak,forced_span,forced_span,0,这需包育出能让受读的一部中等年蔵书幠学识,ba2d30566811f2f6134fe6536900b9af208b5a29b9906a4802ca218f8138ec95,面向普通读者解释一种常见的天气现象，清楚说明因果关系，不使用专业术语。,zh_hans_factual_explanatory_01,factual_explanatory,面向普通读者解释一种常见的天气现象，清楚说明因果关系，不使用专业术语。,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,multilingual_v2_secondary,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_001,nonce_96_bit_hex,train,zh_hans_factual_explanatory_01,factual_explanatory,zh_hans,direct_subword_calgacus,direct_subword,direct_subword,,,unmodified,,,,,24,20,-5.726082659865109,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__b83782d83ce67216524d8dfd,revision_v1_multilingual_v2_payload_fidelity_v2__87c0dc0fe4bfe01d2141,revision_v1_multilingual_v2_payload_fidelity_v2__87c0dc0fe4bfe01d2141,,rankcloak,full_message,full_message,0,这需包育出能让受读的一部中等年蔵书幠学识,ba2d30566811f2f6134fe6536900b9af208b5a29b9906a4802ca218f8138ec95,面向普通读者解释一种常见的天气现象，清楚说明因果关系，不使用专业术语。,zh_hans_factual_explanatory_01,factual_explanatory,面向普通读者解释一种常见的天气现象，清楚说明因果关系，不使用专业术语。,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,multilingual_v2_secondary,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_001,nonce_96_bit_hex,train,zh_hans_factual_explanatory_01,factual_explanatory,zh_hans,direct_subword_calgacus,direct_subword,direct_subword,,,unmodified,,,,,24,20,-5.726082659865109,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__49f90374b1266c6337ba29b8,revision_v1_multilingual_v2_payload_fidelity_v2__2d761093a275b34b5127,revision_v1_multilingual_v2_payload_fidelity_v2__2d761093a275b34b5127,revision_v1_multilingual_v2_payload_fidelity_v2__87c0dc0fe4bfe01d2141,ordinary_llm_control,full_message,full_message,0,"

1. 什么是沙尘暴？

沙尘暴是一种",a754eadd4b3176ee1f38fde2460eabdd77259ee77de7830af5146086bc52cd68,面向普通读者解释一种常见的天气现象，清楚说明因果关系，不使用专业术语。,zh_hans_factual_explanatory_01,factual_explanatory,面向普通读者解释一种常见的天气现象，清楚说明因果关系，不使用专业术语。,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,ordinary_llm_control_multilingual_v2,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_001,nonce_96_bit_hex,train,zh_hans_factual_explanatory_01,factual_explanatory,zh_hans,ordinary_llm_control,direct_subword,direct_subword,full_message,,unmodified,,,,,24,20,-0.5200953664912463,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__15cba95797627c6bd78949b4,revision_v1_multilingual_v2_payload_fidelity_v2__490f58c6ad3e40c72ccf,revision_v1_multilingual_v2_payload_fidelity_v2__490f58c6ad3e40c72ccf,,rankcloak,forced_span,forced_span,0," | |fasdf sfasg f |
This seems like some nonsenses strings that may appear to a random sequence letters, and I couldn´' able understand it because they do contain neither meaning for human nor a context for any",e3dbc01e38ea433b5cabdc0293a806216c09323f9c04e2c30b46e58bd44d2f78,面向普通读者解释一种常见的天气现象，清楚说明因果关系，不使用专业术语。,zh_hans_factual_explanatory_01,factual_explanatory,面向普通读者解释一种常见的天气现象，清楚说明因果关系，不使用专业术语。,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,multilingual_v2_secondary,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_001,nonce_96_bit_hex,train,zh_hans_factual_explanatory_01,factual_explanatory,zh_hans,nonseg_ascii_b16,ascii_b16,ascii_b16,,,unmodified,,,,,48,210,-4.201514515836045,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__f0f1db8fe3e12614ee17892b,revision_v1_multilingual_v2_payload_fidelity_v2__490f58c6ad3e40c72ccf,revision_v1_multilingual_v2_payload_fidelity_v2__490f58c6ad3e40c72ccf,,rankcloak,full_message,full_message,0," | |fasdf sfasg f |
This seems like some nonsenses strings that may appear to a random sequence letters, and I couldn´' able understand it because they do contain neither meaning for human nor a context for any",e3dbc01e38ea433b5cabdc0293a806216c09323f9c04e2c30b46e58bd44d2f78,面向普通读者解释一种常见的天气现象，清楚说明因果关系，不使用专业术语。,zh_hans_factual_explanatory_01,factual_explanatory,面向普通读者解释一种常见的天气现象，清楚说明因果关系，不使用专业术语。,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,multilingual_v2_secondary,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_001,nonce_96_bit_hex,train,zh_hans_factual_explanatory_01,factual_explanatory,zh_hans,nonseg_ascii_b16,ascii_b16,ascii_b16,,,unmodified,,,,,48,210,-4.201514515836045,recorded,4.0,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__41d6412025176276206824ab,revision_v1_multilingual_v2_payload_fidelity_v2__2bf4abdbc590a0fc069a,revision_v1_multilingual_v2_payload_fidelity_v2__2bf4abdbc590a0fc069a,revision_v1_multilingual_v2_payload_fidelity_v2__490f58c6ad3e40c72ccf,ordinary_llm_control,full_message,full_message,0,"

Title: How Do Thunderstorms Form?

Content:

Have you ever been caught in a sudden downpour while outdoors, only to see a bright flash of lightning shortly after? That's a",1b2268fc71b665e7632f7d61b0c5565208a16a1f63f9f3b66b5292ff03174f5f,面向普通读者解释一种常见的天气现象，清楚说明因果关系，不使用专业术语。,zh_hans_factual_explanatory_01,factual_explanatory,面向普通读者解释一种常见的天气现象，清楚说明因果关系，不使用专业术语。,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,ordinary_llm_control_multilingual_v2,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_001,nonce_96_bit_hex,train,zh_hans_factual_explanatory_01,factual_explanatory,zh_hans,ordinary_llm_control,ascii_b16,ascii_b16,full_message,,unmodified,,,,,48,173,-0.6180040713292397,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__c35c8e7e7d9e0973a136bf99,revision_v1_multilingual_v2_payload_fidelity_v2__c1d7e3875427f29abd3c,revision_v1_multilingual_v2_payload_fidelity_v2__c1d7e3875427f29abd3c,,rankcloak,forced_span,forced_span,0, Any hug friends nearby with chill Sunday morning plan in view! Using regular common words along a natural way to,8bab90bd1472e1ba1944680a62c73473175474941b4bf1e21406849602e0c80c,Escribe un mensaje amistoso a una persona conocida sobre planes tranquilos para el fin de semana. Usa un español cotidiano y termina las ideas de forma natural.,es_casual_conversation_01,casual_conversation,Escribe un mensaje amistoso a una persona conocida sobre planes tranquilos para el fin de semana. Usa un español cotidiano y termina las ideas de forma natural.,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,multilingual_v2_secondary,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,train,es_casual_conversation_01,casual_conversation,es,direct_subword_calgacus,direct_subword,direct_subword,,,unmodified,,,,,21,113,-6.111474657422372,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__420f484a73c236e19b0c1168,revision_v1_multilingual_v2_payload_fidelity_v2__c1d7e3875427f29abd3c,revision_v1_multilingual_v2_payload_fidelity_v2__c1d7e3875427f29abd3c,,rankcloak,full_message,full_message,0, Any hug friends nearby with chill Sunday morning plan in view! Using regular common words along a natural way to,8bab90bd1472e1ba1944680a62c73473175474941b4bf1e21406849602e0c80c,Escribe un mensaje amistoso a una persona conocida sobre planes tranquilos para el fin de semana. Usa un español cotidiano y termina las ideas de forma natural.,es_casual_conversation_01,casual_conversation,Escribe un mensaje amistoso a una persona conocida sobre planes tranquilos para el fin de semana. Usa un español cotidiano y termina las ideas de forma natural.,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,multilingual_v2_secondary,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,train,es_casual_conversation_01,casual_conversation,es,direct_subword_calgacus,direct_subword,direct_subword,,,unmodified,,,,,21,113,-6.111474657422372,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__ceaaa4490fb4a3e69c92bd43,revision_v1_multilingual_v2_payload_fidelity_v2__56b0621da0331e3b76b2,revision_v1_multilingual_v2_payload_fidelity_v2__56b0621da0331e3b76b2,revision_v1_multilingual_v2_payload_fidelity_v2__c1d7e3875427f29abd3c,ordinary_llm_control,full_message,full_message,0,"

¡Hola [nombre de la persona],

Espero que estés bien",20f0e80daf56b41b3e2392cd6b626397d5d9bc67bb30c609dfa4e45a34ffc120,Escribe un mensaje amistoso a una persona conocida sobre planes tranquilos para el fin de semana. Usa un español cotidiano y termina las ideas de forma natural.,es_casual_conversation_01,casual_conversation,Escribe un mensaje amistoso a una persona conocida sobre planes tranquilos para el fin de semana. Usa un español cotidiano y termina las ideas de forma natural.,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,ordinary_llm_control_multilingual_v2,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,train,es_casual_conversation_01,casual_conversation,es,ordinary_llm_control,direct_subword,direct_subword,full_message,,unmodified,,,,,21,54,-0.5238297295675446,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__d6ae99c32403b2161f43c663,revision_v1_multilingual_v2_payload_fidelity_v2__1f59e5d7b859286ae9f1,revision_v1_multilingual_v2_payload_fidelity_v2__1f59e5d7b859286ae9f1,,rankcloak,forced_span,forced_span,0," Mira las paladas que usaré a medida. Añadi un mensje extra en case que esas otras cosass son impossibls para cumpler en el tiempo actual, y un posibile respos de",c4e521bd1e210edd6381fc34253c0bc332838b6ceced1e1886d1b3ac935400ea,Escribe un mensaje amistoso a una persona conocida sobre planes tranquilos para el fin de semana. Usa un español cotidiano y termina las ideas de forma natural.,es_casual_conversation_01,casual_conversation,Escribe un mensaje amistoso a una persona conocida sobre planes tranquilos para el fin de semana. Usa un español cotidiano y termina las ideas de forma natural.,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,multilingual_v2_secondary,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,train,es_casual_conversation_01,casual_conversation,es,nonseg_ascii_b16,ascii_b16,ascii_b16,,,unmodified,,,,,48,162,-4.136130793051483,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__7c566c955b3b173e31a1a2ea,revision_v1_multilingual_v2_payload_fidelity_v2__1f59e5d7b859286ae9f1,revision_v1_multilingual_v2_payload_fidelity_v2__1f59e5d7b859286ae9f1,,rankcloak,full_message,full_message,0," Mira las paladas que usaré a medida. Añadi un mensje extra en case que esas otras cosass son impossibls para cumpler en el tiempo actual, y un posibile respos de",c4e521bd1e210edd6381fc34253c0bc332838b6ceced1e1886d1b3ac935400ea,Escribe un mensaje amistoso a una persona conocida sobre planes tranquilos para el fin de semana. Usa un español cotidiano y termina las ideas de forma natural.,es_casual_conversation_01,casual_conversation,Escribe un mensaje amistoso a una persona conocida sobre planes tranquilos para el fin de semana. Usa un español cotidiano y termina las ideas de forma natural.,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,multilingual_v2_secondary,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,train,es_casual_conversation_01,casual_conversation,es,nonseg_ascii_b16,ascii_b16,ascii_b16,,,unmodified,,,,,48,162,-4.136130793051483,recorded,4.0,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__a20c218ad0e93526d6f51587,revision_v1_multilingual_v2_payload_fidelity_v2__5793f332b997a2480356,revision_v1_multilingual_v2_payload_fidelity_v2__5793f332b997a2480356,revision_v1_multilingual_v2_payload_fidelity_v2__1f59e5d7b859286ae9f1,ordinary_llm_control,full_message,full_message,0,"

Mensaje:
¡Hola [nombre], ¿cómo estás? Siempre me gusta pasar el fin de semana tranquilo y estimado. ¿Tienes planes para el",85401dccd7bd7881f411d8590e952506b88e08b383981fb13f7ff2d0f03f82b2,Escribe un mensaje amistoso a una persona conocida sobre planes tranquilos para el fin de semana. Usa un español cotidiano y termina las ideas de forma natural.,es_casual_conversation_01,casual_conversation,Escribe un mensaje amistoso a una persona conocida sobre planes tranquilos para el fin de semana. Usa un español cotidiano y termina las ideas de forma natural.,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,ordinary_llm_control_multilingual_v2,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,train,es_casual_conversation_01,casual_conversation,es,ordinary_llm_control,ascii_b16,ascii_b16,full_message,,unmodified,,,,,48,124,-0.8168352824141385,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__4fc160b1f877a8bfefe23863,revision_v1_multilingual_v2_payload_fidelity_v2__7c3199866f5c8e235666,revision_v1_multilingual_v2_payload_fidelity_v2__7c3199866f5c8e235666,,rankcloak,forced_span,forced_span,0,"Sun why have such good weekend! My best plans, as they'a looking is just to lay low",d514092b1cb0ced0e666e7f162deebb6e9d48443761d2bec9496858d46897dd9,写一段给朋友的自然消息，谈谈轻松的周末计划。使用日常语言，并把意思表达完整。,zh_hans_casual_conversation_01,casual_conversation,写一段给朋友的自然消息，谈谈轻松的周末计划。使用日常语言，并把意思表达完整。,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,multilingual_v2_secondary,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,train,zh_hans_casual_conversation_01,casual_conversation,zh_hans,direct_subword_calgacus,direct_subword,direct_subword,,,unmodified,,,,,21,83,-5.727583883891504,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__eb3e094f9477753529ee8ae2,revision_v1_multilingual_v2_payload_fidelity_v2__7c3199866f5c8e235666,revision_v1_multilingual_v2_payload_fidelity_v2__7c3199866f5c8e235666,,rankcloak,full_message,full_message,0,"Sun why have such good weekend! My best plans, as they'a looking is just to lay low",d514092b1cb0ced0e666e7f162deebb6e9d48443761d2bec9496858d46897dd9,写一段给朋友的自然消息，谈谈轻松的周末计划。使用日常语言，并把意思表达完整。,zh_hans_casual_conversation_01,casual_conversation,写一段给朋友的自然消息，谈谈轻松的周末计划。使用日常语言，并把意思表达完整。,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,multilingual_v2_secondary,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,train,zh_hans_casual_conversation_01,casual_conversation,zh_hans,direct_subword_calgacus,direct_subword,direct_subword,,,unmodified,,,,,21,83,-5.727583883891504,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__0687bc6a8999779f89b7ec75,revision_v1_multilingual_v2_payload_fidelity_v2__7882b41dd32d5d80a4db,revision_v1_multilingual_v2_payload_fidelity_v2__7882b41dd32d5d80a4db,revision_v1_multilingual_v2_payload_fidelity_v2__7c3199866f5c8e235666,ordinary_llm_control,full_message,full_message,0,"

Hey there! 👋

Just wanted to drop you a line and let",78d76364a6946f33a1594f22a3c27fa10a86c6ded7792a63cc5a8ce23628c474,写一段给朋友的自然消息，谈谈轻松的周末计划。使用日常语言，并把意思表达完整。,zh_hans_casual_conversation_01,casual_conversation,写一段给朋友的自然消息，谈谈轻松的周末计划。使用日常语言，并把意思表达完整。,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,ordinary_llm_control_multilingual_v2,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,train,zh_hans_casual_conversation_01,casual_conversation,zh_hans,ordinary_llm_control,direct_subword,direct_subword,full_message,,unmodified,,,,,21,54,-0.561650122254868,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__4621430e122357a9b0c6f6e8,revision_v1_multilingual_v2_payload_fidelity_v2__9e93aa9c0224c70ab1d1,revision_v1_multilingual_v2_payload_fidelity_v2__9e93aa9c0224c70ab1d1,,rankcloak,forced_span,forced_span,0,"例子 （I hope this is ok to use as reference)。 Hey friend!!
It looks pretty chill over this part and next part, haha...I thought we may go check some art at that local fair, you remember",dcb3991c229ad3177216e8dd7bbb7437c5632ee1fa0f5db713649e6300bea461,写一段给朋友的自然消息，谈谈轻松的周末计划。使用日常语言，并把意思表达完整。,zh_hans_casual_conversation_01,casual_conversation,写一段给朋友的自然消息，谈谈轻松的周末计划。使用日常语言，并把意思表达完整。,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,multilingual_v2_secondary,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,train,zh_hans_casual_conversation_01,casual_conversation,zh_hans,nonseg_ascii_b16,ascii_b16,ascii_b16,,,unmodified,,,,,48,183,-4.15286392779559,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__fda3a3e7c84916d0a16ff60a,revision_v1_multilingual_v2_payload_fidelity_v2__9e93aa9c0224c70ab1d1,revision_v1_multilingual_v2_payload_fidelity_v2__9e93aa9c0224c70ab1d1,,rankcloak,full_message,full_message,0,"例子 （I hope this is ok to use as reference)。 Hey friend!!
It looks pretty chill over this part and next part, haha...I thought we may go check some art at that local fair, you remember",dcb3991c229ad3177216e8dd7bbb7437c5632ee1fa0f5db713649e6300bea461,写一段给朋友的自然消息，谈谈轻松的周末计划。使用日常语言，并把意思表达完整。,zh_hans_casual_conversation_01,casual_conversation,写一段给朋友的自然消息，谈谈轻松的周末计划。使用日常语言，并把意思表达完整。,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,multilingual_v2_secondary,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,train,zh_hans_casual_conversation_01,casual_conversation,zh_hans,nonseg_ascii_b16,ascii_b16,ascii_b16,,,unmodified,,,,,48,183,-4.15286392779559,recorded,4.0,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__773c20b7afb10d9994ba6794,revision_v1_multilingual_v2_payload_fidelity_v2__048aa7a4025b7ed3836f,revision_v1_multilingual_v2_payload_fidelity_v2__048aa7a4025b7ed3836f,revision_v1_multilingual_v2_payload_fidelity_v2__9e93aa9c0224c70ab1d1,ordinary_llm_control,full_message,full_message,0,"

Hey there!

I hope this message finds you well. I've been thinking about catching up with you this weekend, if you're free. I've got a pretty laid-back plan for the next couple",c9fa0b5d9a5593853085948fe22dfdcff768226a3fcde8b1e84adc45059f7a96,写一段给朋友的自然消息，谈谈轻松的周末计划。使用日常语言，并把意思表达完整。,zh_hans_casual_conversation_01,casual_conversation,写一段给朋友的自然消息，谈谈轻松的周末计划。使用日常语言，并把意思表达完整。,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,ordinary_llm_control_multilingual_v2,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,train,zh_hans_casual_conversation_01,casual_conversation,zh_hans,ordinary_llm_control,ascii_b16,ascii_b16,full_message,,unmodified,,,,,48,178,-0.3916500273280324,recorded,,1
2.0,8e1e720f86da3c4454554b09665c1e7208eb9e8ef12fd1e6d70354ce4e542c31,feature__55590786f06fc906d10bf4aa,revision_v1_multilingual_v2_payload_fidelity_v2__bc3ae7820149b4fb3c48,revision_v1_multilingual_v2_payload_fidelity_v2__bc3ae7820149b4fb3c48,,rankcloak,forced_span,forced_span,0," Pagión concretó, brecha temporal que se enfriaba el hito aún se cumplies,",da8cc90e5cfc21ad29eca2c0249ab1c4a5ef3281aae4234576f4278a666f18e5,"Escribe una actualización profesional breve para colegas, explicando el progreso reciente, el siguiente paso y una consideración práctica.",es_professional_communication_01,professional_communication,"Escribe una actualización profesional breve para colegas, explicando el progreso reciente, el siguiente paso y una consideración práctica.",secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,secondary_supplementary,multilingual_v2_secondary,payload_fidelity_v2,payload_aware_result_v2,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,train,es_professional_communication_01,professional_communication,es,direct_subword_calgacus,direct_subword,direct_subword,,,unmodified,,,,,24,74,-5.431908692977004,recorded,,1
